movieId,title,genres
194110,Captain America: Brave New World (2024),Action|Adventure|Superhero
194111,Furiosa: A Mad Max Saga (2024),Action|Adventure|Sci-Fi
194112,Inside Out 2 (2024),Animation|Comedy|Family|Fantasy
194113,Deadpool 3 (2024),Action|Comedy|Superhero
194114,Mission: Impossible:  A Dead Reckoning Part Two (2024),Action|Adventure|Thriller
194115,Twisters (2024),Action|Adventure|Disaster
194116,Mufasa: The Lion King (2024),Animation|Adventure|Drama|Musical
194117,Despicable Me 4 (2024),Animation|Adventure|Comedy|Family
194118,Gladiator 2 (2024),Action|Adventure|Drama
194119,Thunderbolts (2024),Action|Adventure|Superhero
194120,Kung Fu Panda 4 (2024),Animation|Action|Adventure|Comedy
194121,Snow White (2024),Adventure|Family|Fantasy|Musical
194122,Madame Web (2024),Action|Adventure|Superhero
194123,Garfield (2024),Animation|Comedy|Family
194124,Sonic the Hedgehog 3 (2024),Action|Adventure|Comedy|Family
194125,Ballerina (2024),Action|Thriller
194126,Argylle (2024),Action|Thriller
194127,Godzilla x Kong: The New Empire (2024),Action|Adventure|Sci-Fi
194128,Imaginary Friends (2024),Comedy|Family|Fantasy
194129,The Fall Guy (2024),Action|Adventure|Thriller
194130,Kingdom of the Planet of the Apes (2024),Action|Adventure|Sci-Fi
194131,Beetlejuice 2 (2024),Comedy|Fantasy
194132,Borderlands (2024),Action|Adventure|Sci-Fi
194133,Alien: Romulus (2024),Action|Horror|Sci-Fi
194134,The Tiger's Apprentice (2024),Animation|Adventure|Family
194135,Night Swim (2024),Horror|Thriller
194136,Kraven the Hunter (2024),Action|Adventure|Superhero
194137,The Karate Kid (2024),Action|Drama|Family
194138,Anyone But You (2024),Comedy|Romance
194139,The Electric State (2024),Action|Adventure|Sci-Fi
194140,Challengers (2024),Drama|Romance|Sports
194141,Elio (2024),Animation|Adventure|Comedy|Family
194142,Lift (2024),Action|Comedy
194143,Rebel Moon Part 2: The Scargiver (2024),Action|Adventure|Sci-Fi
194144,The Book of Clarence (2024),Drama
194145,Cuckoo (2024),Horror|Thriller
194146,Back in Action (2024),Action|Comedy
194147,Wise Guys (2024),Crime|Drama
194148,The Instigators (2024),Crime|Drama
194149,Mickey 17 (2024),Sci-Fi|Thriller
194150,Ghostbusters: Frozen Empire (2024),Comedy|Fantasy|Adventure
194151,Kung Fury 2 (2024),Action|Comedy|Sci-Fi
194152,The Bike Riders (2024),Drama
194153,Lisa Frankenstein (2024),Comedy|Horror
194154,Dirty Dancing (2024),Drama|Music|Romance
194155,Mean Girls (2024),Comedy|Musical
194156,The Family Plan (2024),Action|Comedy
194157,Venom 3 (2024),Action|Adventure|Superhero
194158,Speak No Evil (2024),Horror
194159,The Watchers (2024),Horror|Thriller
194160,Back to Black (2024),Biography|Drama|Music
194161,Lilo & Stitch (2024),Comedy|Drama|Family
194162,Twilight of the Dead (2024),Horror
194163,The Jester (2024),Horror
194164,Untitled Jordan Peele Film (2024),Horror|Thriller
194165,The Amateur (2024),Action|Thriller
194166,Last Train to New York (2024),Horror|Thriller
194167,Joker: Folie A Deux (2024),Crime|Drama|Musical
194168,The Lord of the Rings: The War of the Rohirrim (2024),Animation|Adventure|Fantasy
194169,Damsel (2024),Adventure|Fantasy
194170,Pink Panther (2024),Comedy|Mystery
194171,Harold and the Purple Crayon (2024),Adventure|Animation|Family
194172,Bad Boys 4 (2024),Action|Comedy|Crime
194173,Uglies (2024),Sci-Fi|Adventure
194174,Carry On (2024),Thriller
194175,Freaky Tales (2024),Comedy|Drama
194176,The End We Start From (2024),Drama
194177,Boy Kills World (2024),Action|Thriller
194178,Sleeping Dogs (2024),Thriller
194179,In the Lost Lands (2024),Action|Fantasy
194180,Nightbitch (2024),Comedy|Drama|Horror
194181,The Crow (2024),Action|Fantasy|Drama
194182,The Collaboration (2024),Biography|Drama
194183,Wicked: Part One (2024),Adventure|Family|Fantasy|Musical
194184,Young Woman and the Sea (2024),Biography|Drama
194185,Miller's Girl (2024),Drama
194186,Dune: Part Two (2024),Adventure|Drama|Sci-Fi
194187,Descendants: The Rise of Red (2024),Comedy|Drama|Family|Fantasy
194188,A Complete Unknown (2024),Biography|Drama|Music
194189,Providence (2024),Comedy|Drama
194190,Legend of the White Dragon (2024),Action|Fantasy|Sci-Fi
194191,MaXXXine (2024),Horror|Thriller
194192,Dirty Angels (2024),Action|Thriller
194193,Scream 7 (2024),Horror|Thriller
194194,They Listen (2024),Horror
194195,The Idea of You (2024),Drama|Romance
194196,Desert Warrior (2024),Action|Adventure
194197,We Live in Time (2024),Drama|Romance
194198,The Ministry of Ungentlemanly Warfare (2024),Action|War
194199,On Swift Horses (2024),Drama|Romance
194200,The Beekeeper (2024),Action|Thriller
194201,Horrorscope (2024),Horror
194202,Bade Miyan Chote Miyan (2024),Action|Comedy
194203,Fighter (2024),Action|Drama
194204,Berlin Nobody (2024),Thriller
194205,Wise Girls (2024),Action|Thriller
194206,Dark Horizons (2024),Action|Adventure
194207,Blood & Honey 2 (2024),Horror|Thriller
194208,Pursuit (2024),Action|Crime|Thriller
194209,Half Baked 2 (2024),Comedy|Stoner
