movieId,title,genres
193910,Top Gun: Maverick (2022),Action|Drama
193911,Avatar: The Way of Water (2022),Action|Adventure|Sci-Fi
193912,Black Panther: Wakanda Forever (2022),Action|Adventure|Drama
193913,Doctor Strange in the Multiverse of Madness (2022),Action|Adventure|Fantasy
193914,Thor: Love and Thunder (2022),Action|Adventure|Comedy
193915,The Batman (2022),Action|Crime|Drama
193916,Minions: The Rise of Gru (2022),Animation|Adventure|Comedy
193917,Lightyear (2022),Animation|Action|Adventure
193918,Nope (2022),Horror|Mystery|Sci-Fi
193919,Everything Everywhere All at Once (2022),Action|Adventure|Comedy
193920,The Northman (2022),Action|Adventure|Drama
193921,The Whale (2022),Drama
193922,Turning Red (2022),Animation|Adventure|Comedy
193923,Uncharted (2022),Action|Adventure
193924,Jurassic World Dominion (2022),Action|Adventure|Sci-Fi
193925,Puss in Boots: The Last Wish (2022),Animation|Adventure|Comedy
193926,Sonic the Hedgehog 2 (2022),Action|Adventure|Comedy
193927,Turning Red (2022),Animation|Adventure|Comedy
193928,The Bad Guys (2022),Animation|Action|Adventure
193929,Strange World (2022),Animation|Adventure|Comedy
193930,Bullet Train (2022),Action|Comedy|Thriller
193931,The Gray Man (2022),Action|Thriller
193932,Elvis (2022),Biography|Drama|Music
193933,Black Adam (2022),Action|Adventure|Fantasy
193934,Amsterdam (2022),Comedy|Drama|History
193935,Babylon (2022),Drama
193936,Prey (2022),Action|Adventure|Drama
193937,The Woman King (2022),Action|Drama|History
193938,The Menu (2022),Comedy|Horror|Thriller
193939,Smile (2022),Horror|Mystery|Thriller
193940,Barbarian (2022),Horror|Mystery|Thriller
193941,Glass Onion: A Knives Out Mystery (2022),Comedy|Crime|Drama
193942,Pinocchio (2022),Animation|Drama|Family
193943,The Fabelmans (2022),Drama
193944,Hustle (2022),Drama|Sport
193945,Luck (2022),Animation|Adventure|Comedy
193946,The Sea Beast (2022),Animation|Adventure|Comedy
193947,Spider-Man: Across the Spider-Verse (2022),Animation|Action|Adventure
193948,DC League of Super-Pets (2022),Animation|Action|Adventure
193949,Marry Me (2022),Comedy|Music|Romance
193950,Downton Abbey: A New Era (2022),Drama|Romance
193951,Lost City (2022),Action|Adventure|Comedy
193952,Bodies Bodies Bodies (2022),Comedy|Horror|Thriller
193953,The Banshees of Inisherin (2022),Comedy|Drama
193954,Living (2022),Drama
193955,Triangle of Sadness (2022),Comedy|Drama
193956,Women Talking (2022),Drama
193957,Empire of Light (2022),Drama|Romance
193958,Don't Worry Darling (2022),Drama|Thriller
193959,"Good Luck to You, Leo Grande (2022)",Comedy|Drama
193960,Resurrection (2022),Drama|Horror|Mystery
193961,Nocebo (2022),Drama|Mystery|Thriller
193962,The Outfit (2022),Crime|Drama|Thriller
193963,Ambulance (2022),Action|Crime|Drama
193964,Fresh (2022),Comedy|Horror|Thriller
193965,Pearl (2022),Drama|Horror|Thriller
193966,Infinity Pool (2022),Horror|Mystery|Sci-Fi
193967,The Wonder (2022),Drama|Mystery|Thriller
193968,TAR (2022),Drama|Music
193969,The Fallout (2022),Drama
193970,After Ever Happy (2022),Drama|Romance
193971,The Black Phone (2022),Horror|Mystery|Thriller
193972,Emergency (2022),Comedy|Drama|Thriller
193973,The Silent Twins (2022),Biography|Drama
193974,Cha Cha Real Smooth (2022),Comedy|Drama|Romance
193975,Blonde (2022),Biography|Drama
193976,Corsage (2022),Biography|Drama
193977,Armageddon Time (2022),Drama
193978,White Noise (2022),Comedy|Drama|Fantasy
193979,Moonage Daydream (2022),Documentary|Biography|Music
193980,Firestarter (2022),Drama|Horror|Sci-Fi
193981,Beast (2022),Adventure|Drama|Horror
193982,Watcher (2022),Drama|Horror|Thriller
193983,She Said (2022),Biography|Drama|History
193984,Emily (2022),Biography|Drama|Romance
193985,Ali & Ava (2022),Drama|Romance
193986,Broker (2022),Drama
193987,Return to Seoul (2022),Drama
193988,Catherine Called Birdy (2022),Comedy|Drama
193989,Till (2022),Biography|Drama|History
193990,Causeway (2022),Drama
193991,Weird: The Al Yankovic Story (2022),Biography|Comedy|Music
193992,I Wanna Dance with Somebody (2022),Biography|Drama|Music
193993,Guillermo del Toro's Pinocchio (2022),Animation|Drama|Family
193994,The Son (2022),Drama
193995,Holy Spider (2022),Crime|Drama|Horror
193996,Decision to Leave (2022),Crime|Drama|Romance
193997,Vengeance (2022,Comedy|Mystery|Thriller
193998,The Forgiven (2022),Drama|Thriller
193999,No Bears (2022),Drama
194000,Neptune Frost (2022),Drama|Music|Sci-Fi
194001,Mad God (2022),Animation|Horror|Sci-Fi
194002,Aftersun (2022),Drama
194003,Hatching (2022),Drama|Fantasy|Horror
194004,The Stranger (2022),Crime|Drama|Thriller
194005,Watcher (2022),Horror|Mystery|Thriller
194006,"Hallelujah: Leonard Cohen, a Journey, a Song (2022)",Documentary|Biography|Music
194007,Neptune Frost (2022),Drama|Music|Sci-Fi
194008,Moonfall (2022),Action|Adventure|Sci-Fi
194009,Bones and All (2022),Drama|Horror|Romance
